"Churn","MonthlyCharge","Gender","Age","Income","DeviceProtection","Tenure","Bandwidth_GB_Year","Contacts","Yearly_equip_failure","Item4","Item5","Item6","Item7"
"0","92.488023","1","73","75866.75","0","7.661226872","583.0259559","0","0","2","4","3","3"
"0","139.965008","0","72","74061.48","1","12.4767812","1778.733282","0","0","5","2","6","5"
"1","192.470522","0","23","35102.93","1","2.462148717","900.4043765","0","0","3","2","2","4"
"1","220.118516","0","49","26391.1","0","14.09942339","1693.576099","1","0","4","2","3","4"
"1","232.622804","1","82","29982.49","0","7.272649386","1143.826239","0","0","4","2","4","5"
"0","210.156274","1","72","51154.34","0","3.999030359","886.340074","1","0","4","4","4","5"
"0","114.972827","1","45","37583.97","0","3.115945151","373.2772664","1","1","2","3","3","1"
"0","149.977753","1","73","28654.87","0","13.67931764","1245.328696","1","0","3","5","4","4"
"1","184.985293","1","78","119968.61","1","14.6728104","1564.936841","3","0","4","3","4","3"
"0","132.479779","0","71","11591.09","1","5.953547112","1354.401018","1","0","3","3","5","4"
"1","190.12704","1","67","70174.11","0","11.74635394","1971.429689","0","0","5","3","4","3"
"0","92.488023","0","43","8495.04","0","5.954024226","623.7865683","1","2","4","3","4","4"
"1","220.114868","1","27","17191.02","0","22.8577804","3040.553763","2","0","5","2","4","5"
"1","107.495766","0","39","24732.09","1","1.407866545","864.7036995","1","1","3","2","5","4"
"0","169.967067","1","52","27282.21","0","21.08265979","2042.113893","0","1","4","3","3","3"
"1","222.679213","1","19","40902.49","1","11.10356439","1973.661316","0","1","2","5","3","4"
"1","200.132293","1","48","87568.16","1","9.734064703","1755.645123","0","0","3","5","5","3"
"1","262.610632","0","22","69327.78","0","12.21754865","1758.735654","2","1","5","3","2","4"
"1","152.495236","0","69","5194.22","0","2.423722078","557.0118807","2","0","3","3","4","3"
"0","202.636202","0","31","12951.51","0","13.66061487","2205.334092","1","0","4","3","2","4"
"0","127.478341","1","79","11179.42","0","8.701581043","1451.201108","0","0","3","4","4","4"
"0","159.983006","0","65","47288.09","1","4.844060027","609.0598401","0","0","2","4","5","5"
"1","124.960655","0","49","114398.35","0","6.485034974","1221.100604","2","0","4","4","3","4"
"1","252.62403","1","69","105646.73","0","1.14113241","745.0493094","1","0","1","5","2","3"
"0","104.97808","0","74","42386.84","1","7.69213424","1220.452161","0","0","2","6","4","5"
"1","204.961033","0","27","38864.57","0","13.73012915","1771.472597","1","0","3","3","4","3"
"1","245.145743","1","79","25215.22","1","5.690013293","1201.484293","2","0","3","2","3","1"
"0","95.019486","1","41","9302.3","1","6.68894661","764.3017535","1","0","4","4","4","5"
"0","169.937833","1","51","45225.74","0","9.475983046","1022.415622","2","0","4","2","4","4"
"1","207.475448","0","57","29976.15","1","4.893221514","1284.442486","0","0","5","2","5","4"
"0","114.983787","1","66","13155.79","0","2.656915117","289.9240291","0","1","2","4","3","2"
"1","232.637807","1","85","14980.5","1","8.381515693","1718.600163","4","0","3","5","4","4"
"0","225.131966","1","54","24017.57","0","14.53315436","2494.633068","2","1","3","4","5","4"
"1","212.641455","0","79","26204.77","1","13.62832619","2270.749222","1","0","2","3","5","6"
"1","152.495236","0","56","27978.78","0","1.281566108","567.6177123","3","0","3","3","4","2"
"1","134.950905","0","80","46622.3","0","3.365552603","380.0501404","0","0","4","3","5","5"
"1","200.132293","1","37","34419.26","1","5.397827503","1436.408211","1","0","3","4","4","4"
"0","197.470195","1","24","8507.97","0","9.001231999","1852.503069","3","0","2","3","3","4"
"0","192.456745","0","48","64420.19","0","10.9750814","1312.008382","3","2","4","4","5","5"
"1","162.471255","1","68","122263.81","1","7.825845378","863.0820861","2","0","3","3","4","3"
"1","222.660939","0","74","64446.9","1","14.12966281","1854.793303","2","0","5","3","3","2"
"0","114.950905","1","37","20647.83","0","14.66914461","1778.431765","1","0","2","5","3","3"
"1","182.446995","0","54","23956.91","0","5.388165017","764.2419259","1","0","2","5","3","3"
"0","95.005709","0","84","56003.36","0","2.810825808","307.018806","1","0","6","2","3","4"
"1","172.456745","0","68","50150.81","0","2.485229169","1179.782483","2","0","4","3","3","4"
"0","177.65076","1","39","4180.22","0","2.051069457","1040.034575","1","0","3","5","4","3"
"0","207.638588","0","85","70023.28","0","6.10108047","1080.159892","2","0","4","3","4","4"
"1","220.118516","1","86","40728.96","0","4.950398978","775.5613336","2","0","3","4","3","3"
"0","137.468388","1","70","69248.13","0","10.16660427","1061.587971","1","0","3","3","3","4"
"1","159.965008","1","33","65187.42","1","12.29558653","1334.403775","2","0","4","4","5","3"
"0","182.465269","1","58","26005.77","0","24.8868126","2346.143947","1","0","3","3","3","4"
"0","129.977753","0","58","10423.75","0","9.660361769","1491.768656","1","1","2","3","2","1"
"1","112.484375","0","42","28909.96","0","7.663625954","927.1279646","0","0","3","3","4","4"
"0","127.488728","0","89","28219.28","1","5.25445262","686.9354616","0","0","4","4","5","6"
"0","162.471255","0","63","67319.27","1","13.59137366","1460.513443","1","2","4","4","3","3"
"1","154.961766","0","18","71348.1","0","12.3492819","1942.250203","0","1","4","2","6","5"
"0","194.976769","0","82","39231.99","1","18.37317391","1923.549943","0","1","5","2","5","5"
"0","192.48852","0","61","28129.21","1","8.498042024","1239.802036","1","0","3","3","4","3"
"0","162.452604","0","36","69104.9","0","22.33583015","2499.186161","1","0","4","3","3","4"
"0","107.48056","1","87","31282.78","0","1.541545443","302.3848209","1","0","3","5","4","4"
"1","142.482694","0","48","65229.24","1","12.78453216","1865.48625","1","0","4","2","3","5"
"1","165.018175","0","56","15110.46","1","2.527681829","908.7910203","1","0","4","2","4","4"
"0","125.007314","0","57","66922.3","1","7.065506244","790.9469893","0","0","2","4","2","5"
"1","139.987503","0","89","1666.59","0","4.258552081","956.2636975","2","0","3","3","4","4"
"0","112.455141","1","30","50258.38","0","4.801969514","639.3261343","1","0","3","4","3","3"
"1","212.622804","1","54","54373.35","0","5.204853319","1572.045646","1","0","2","3","4","3"
"0","182.460772","1","55","33588.84","1","32.0730133","3099.922244","0","1","4","2","5","5"
"1","159.947583","1","46","23629.05","0","11.16847385","1599.727567","1","2","4","3","2","3"
"0","245.145743","1","18","91186.03","1","16.8000196","2188.672399","0","0","4","5","2","1"
"0","149.977753","1","58","20204.74","0","17.6210362","1586.699491","0","0","5","4","3","5"
"1","184.967019","0","60","37703.83","1","17.18829795","1828.279015","1","0","1","4","3","3"
"0","92.455141","1","62","29117.32","0","17.52138221","1866.966586","1","0","3","4","3","3"
"0","149.944668","1","30","52531.72","0","10.4103675","1718.555203","1","0","3","4","4","4"
"1","167.456419","0","75","25742.72","0","3.310281145","556.2193844","0","0","2","6","3","2"
"1","197.516854","1","23","21072.82","1","2.993625911","1035.183038","3","1","4","4","3","6"
"1","152.488401","1","84","37774.81","0","16.26037537","1580.43019","1","0","4","4","4","4"
"1","162.482694","0","61","20811.42","1","3.045064701","703.6927423","2","1","3","4","3","3"
"1","262.610632","0","75","34474.39","0","15.35762157","1842.258692","2","0","3","4","2","2"
"1","190.173699","0","72","81388.6","1","5.940902789","1167.271182","0","0","4","1","4","4"
"1","187.513939","0","66","78272.96","1","5.988505209","1007.289786","0","0","4","4","3","4"
"1","212.641455","1","81","11655.88","1","7.138784756","1500.69101","1","0","3","5","3","4"
"0","104.964303","0","34","37773.19","0","8.951793883","1404.773397","1","1","4","3","4","5"
"1","232.637807","0","82","40183.01","1","4.221959275","1342.310858","1","0","3","4","4","5"
"0","142.499263","0","73","37149.4","1","9.797427154","1250.94478","0","0","5","2","6","4"
"1","277.63748","0","28","10331.57","0","10.90397471","1710.958869","1","0","3","4","3","4"
"0","112.455141","1","48","37096.85","0","1.665591776","169.3992798","0","0","6","1","5","5"
"1","220.118516","0","53","26004.59","0","8.611218573","1261.554565","0","0","5","2","5","2"
"1","139.951231","1","52","77291.95","0","1.28507969","794.9581116","0","0","4","3","5","3"
"0","184.978458","1","20","24462.25","1","1.379696124","713.364269","1","1","3","6","2","4"
"1","210.138","0","19","75871.75","0","3.084376591","952.5914921","2","0","3","4","3","4"
"0","142.468917","1","70","28840.47","0","2.43754565","778.6094503","0","0","4","4","3","4"
"0","160.00128","1","48","25299.48","1","3.288124191","627.0001275","1","0","3","3","4","3"
"0","127.481989","0","28","37631.4","0","32.30772134","2938.319116","3","0","4","4","3","4"
"0","162.452604","0","52","23014.69","0","13.46565415","1566.001524","0","1","4","3","4","3"
"0","172.457857","1","77","31300.68","1","19.244458","1889.642423","2","0","4","4","3","3"
"0","255.155493","1","71","55840.35","1","8.69085131","1420.771651","0","0","4","4","4","4"
"1","184.979684","1","22","9729.44","1","3.778575882","1254.725693","1","0","5","2","3","3"
"1","175.006206","0","88","35891.67","1","10.27819073","1570.345219","1","2","5","2","3","2"
"0","112.455141","0","25","20801.9","0","4.156887945","500.4406927","0","0","2","4","5","5"
"0","194.958118","0","21","112429.2","0","11.32083915","1563.848623","0","0","1","4","3","3"
"0","172.44408","1","39","33217.64","0","5.254442453","787.0962355","0","1","2","4","2","1"
"0","200.165175","0","29","45562.97","1","5.2551003","1119.610001","2","0","4","3","4","5"
"0","127.460067","1","22","15380.9","0","6.417132666","1155.782468","1","2","3","3","3","4"
"0","147.478341","1","44","100232.53","0","18.61278731","1995.346628","0","0","3","3","3","4"
"0","207.49737","0","74","57900.98","1","4.924623699","922.1362066","2","0","4","2","3","4"
"0","169.937833","1","84","60476.86","0","6.325942162","717.6823944","0","0","2","4","4","3"
"0","152.457857","0","65","26875.13","1","17.22220989","2223.835601","3","0","5","2","5","3"
"0","162.460772","1","29","24447.03","1","3.238699239","1143.685617","0","0","4","2","4","5"
"1","200.132293","1","51","14817.22","1","6.437878909","1537.296207","0","0","3","4","4","4"
"1","182.460772","1","40","6170.55","1","15.22323989","1614.544362","0","1","4","4","3","3"
"0","124.97808","1","49","33620.38","1","7.484425045","758.8338668","0","1","5","2","6","5"
"1","230.105118","1","61","86453.08","0","7.218752772","1317.766231","1","0","5","2","3","3"
"0","147.473844","1","61","31466.9","1","11.69875604","1189.578203","6","0","3","4","3","4"
"0","142.482694","1","85","76984.15","1","10.03363969","1467.273158","1","0","3","4","3","3"
"0","152.479779","1","25","43586.8","1","18.46162568","2192.693797","1","0","4","4","6","4"
"0","105.010962","1","48","13148.09","1","16.52138638","1568.47416","1","0","5","2","4","4"
"0","114.965789","0","86","11612.88","0","13.83290937","1376.095043","2","1","4","3","1","4"
"1","184.978458","1","53","71215.87","1","5.02568958","811.5600648","0","1","3","3","3","4"
"0","134.950905","1","88","18113.33","0","2.644787483","243.2617759","0","0","4","5","3","3"
"1","182.490006","1","40","18895.18","1","2.522962069","676.6465414","0","0","3","3","3","3"
"1","192.470522","0","23","48852.54","1","3.508974199","801.4709595","1","0","3","3","5","4"
"1","149.962093","0","63","6574.36","1","11.50651216","1316.145864","1","0","5","4","3","4"
"0","95.019486","0","28","10342.14","1","10.96319721","1270.217581","1","1","3","5","4","2"
"1","245.174977","1","26","23028.48","1","5.505247606","1339.709597","0","1","4","5","3","3"
"0","169.944668","0","22","31843.16","0","14.16961729","1624.799349","2","0","4","3","3","2"
"0","207.49737","0","43","31920.88","1","10.27782059","1400.834009","2","1","4","4","6","6"
"1","245.145743","0","70","54961.9","1","3.364993591","1149.108155","0","0","5","2","5","4"
"0","127.478341","1","48","119964.79","0","9.307770559","1387.016004","0","2","2","4","3","3"
"1","182.467607","1","29","21897.41","1","1.171557288","544.12326","0","0","5","2","5","5"
"1","267.642733","1","61","72129.01","1","7.262579715","1803.917571","1","2","4","3","3","4"
"0","104.992311","1","73","16368.02","0","17.06899012","1518.747945","0","0","4","2","5","5"
"1","164.978458","0","27","59147.78","1","10.8600084","1932.20577","0","0","3","4","3","3"
"1","240.114868","1","56","65900.37","0","16.48065356","1886.312286","1","2","5","5","5","5"
"0","124.960655","0","19","69369.36","0","10.85041661","1738.71901","3","0","2","4","3","4"
"1","127.442069","0","56","23382.74","0","4.85576672","1060.026737","2","0","4","4","4","5"
"0","169.992756","1","83","25886.2","1","1.715329149","250.9270047","1","0","4","3","3","1"
"0","169.992756","1","84","99519.26","1","21.71097206","1916.832871","1","0","4","4","4","4"
"0","179.979358","0","62","93039.69","1","3.470685398","573.9920618","0","0","5","2","4","3"
"0","134.950905","0","67","37852.37","0","1.914386255","272.9823095","2","0","3","4","3","3"
"0","192.440432","1","21","54727.46","0","9.16272705","1233.975771","1","1","2","4","3","3"
"0","172.440432","0","31","47944.46","0","7.457173484","1552.772876","0","0","5","3","4","3"
"1","212.669463","1","25","18402.27","1","4.991605214","1259.735294","1","0","4","3","3","2"
"1","175.133074","1","60","43631.75","0","10.5903229","1287.821218","0","0","4","5","3","5"
"0","159.965008","1","84","31392.97","1","14.68216127","1516.667438","0","0","3","3","3","5"
"0","112.484375","1","36","10466.23","0","5.440398012","589.9932647","0","0","4","4","3","4"
"0","179.965581","1","87","20197.89","0","11.92300936","1021.482609","1","1","4","3","5","4"
"1","252.62403","1","80","99482.26","0","9.461939857","1267.634616","2","0","4","5","3","3"
"0","95.005709","1","34","48005.75","0","13.90000955","1266.503765","2","0","3","3","4","1"
"1","240.114868","0","39","50666.54","0","13.99579075","1877.852717","0","2","4","4","4","4"
"0","105.010962","0","42","6117.38","1","13.44056701","1541.134986","1","0","4","3","3","5"
"0","182.45383","0","36","7953.27","0","3.179043613","744.2470872","2","1","4","2","3","3"
"1","149.944668","0","18","101000.3","0","14.58066686","2023.519366","0","1","2","5","4","3"
"0","144.960655","1","66","10882.02","0","17.24908083","1428.427469","3","0","3","3","4","5"
"1","187.609354","1","20","69156.25","0","2.760467902","1283.253595","0","0","4","4","4","4"
"0","129.962093","1","73","19563.77","1","20.04140358","2256.776479","0","1","3","4","3","3"
"0","129.976324","0","83","27113","0","8.001673351","955.0876357","0","0","3","4","4","3"
"1","192.440432","0","67","156740.67","0","1.092219692","499.7170655","1","0","3","4","3","2"
"1","172.44408","0","62","23165.82","0","14.68600159","1562.32774","2","0","3","3","2","3"
"0","117.485813","0","34","13378.22","1","4.135515169","776.4780765","3","0","3","4","3","2"
"0","159.965008","1","28","5337.97","1","9.086633107","1118.646915","3","0","3","4","4","4"
"1","167.484705","1","26","72490.86","1","9.493585403","1781.692875","0","0","2","4","4","3"
"1","129.962093","1","82","12476.24","1","5.372758028","1086.92093","2","0","5","3","3","4"
"0","139.981577","0","59","64584.13","1","13.82188875","1551.398147","0","0","3","6","2","4"
"0","124.97808","0","46","32885.95","1","2.598489694","573.751474","0","0","4","4","3","5"
"1","255.137219","0","44","80862.03","1","12.9401487","1794.116848","2","2","3","2","3","3"
"0","230.105118","0","56","49800.1","0","4.957713222","1103.594576","3","1","5","4","3","4"
"0","182.460772","0","32","6958.83","1","28.79864005","3143.245184","0","0","3","2","2","4"
"1","255.155493","0","50","19133.76","1","7.176411327","1381.802291","3","1","3","3","4","3"
"0","172.457857","0","53","23413.1","1","5.709925704","1091.10126","3","0","3","4","4","3"
"0","137.483594","0","84","11957.82","1","3.956375328","891.9472856","0","0","5","2","5","4"
"1","167.456419","0","33","31250.41","0","1.033067819","538.1168657","0","0","5","3","4","1"
